Id,ID_track,Artista,Album,Nombre_del_track,Popularidad,Duracion_en_ms,Explicitud,Bailabilidad,Energia,Tonalidad,Volumen,Modo,Palabrería,Acustica,Instrumentalidad,En_Vivo,Valencia,Tempo,Firma_de_tiempo,Genero_del_track
1747,47uN75sZhcmhu947dzPkuo,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Edén,18,177946,False,0.643,,6,,1,,0.921,0.0477,0.111,0.773,137.278,4,afrobeat
64076,4EkUrEYfuH6rycfOg9zeYS,Norah Jones,Jingle Bell Rock 2022,I Dream Of Christmas,0,203906,False,0.409,0.71,6,,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,jazz
51423,6HIkxxaASDhaXdcMa2PFRB,Jack Harlow,Am I Ready - Pop Night Out,First Class,0,173947,True,0.905,,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
75028,72tinFpEPWLUZJ4kOIJz7U,Jim Brickman,Winter Chill,Away In The Manger,0,236791,False,0.308,,5,-18.25,1,0.0343,0.973,0.941,0.11,0.0826,,3,new-age
58738,1mKCMmJYGJkBQTz27fRhaF,Rob Zombie,The Munsters (Original Motion Picture Soundtrack),El Vampiro,23,135586,,0.492,0.779,10,-8.361,1,,6.34e-05,0.593,0.216,0.828,150.0,4,industrial
105577,4k0YNcyN79wLzkYukUeKte,Matt Large,Next Year in Rio,The Star of the Show,20,168534,,0.538,0.613,11,-6.227,1,0.0477,0.0344,0.603,0.516,0.434,173.935,4,study
20477,2cFjQQ33h8NiQAKqpJGhgd,Burna Boy,20's R'n'B,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
60453,0BC1A4opbq3nb4PSjIPUHO,Vybz Kartel,Body Language Riddim,Body Language,21,152906,True,0.566,0.575,10,-10.079,0,,0.149,0.0,0.109,0.184,179.829,4,j-dance
68151,511zIRlXGOQs2oykDi4KwT,Daddy Yankee;Bad Bunny,El perreo es el futuro,X ÚLTIMA VEZ,0,192477,True,0.812,,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,latino
92171,2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Merry Christmas From Brenda Lee,Rockin' Around The Christmas Tree,71,126266,False,0.589,0.472,8,,1,0.0502,0.614,0.0,0.505,0.898,67.196,4,rockabilly
105198,7q0tXPB1ff1cXuVhNluKz4,Justnormal,Effervescence,I'm Still Listening,18,160465,False,0.652,0.467,3,-11.121,0,0.0924,0.598,0.826,0.127,0.0743,172.128,4,study
24129,4FgKqsVKd4jKA9yGzNwLwH,Omar S,You Want,This Love is 4 Real,11,362555,,0.781,0.902,7,-6.448,1,0.054,0.0814,0.858,0.0863,0.175,123.974,4,detroit-techno
2092,1wmOubz5LefeGM4KDAcsfz,Weezer,Christmas Rock 2022,O Come All Ye Faithful,0,124653,False,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,alt-rock
26966,1heYxjPhoCBgVYaFDQ0iZp,Randy Newman,Bad Love,Every Time It Rains,18,212000,False,0.485,0.244,10,-11.248,1,0.0266,0.552,0.00309,0.086,0.147,89.003,4,disney
24525,00GVRTIWMjYwwHEjTLclgf,Robert Hood,Internal Empire,Home,8,451533,False,0.615,0.896,11,,0,0.0542,0.014,0.888,0.148,0.36,137.675,4,detroit-techno
65484,5EgYDyMDCi8X0zDydTF7Rb,BTS,BTS WORLD (Original Soundtrack),Heartbeat (BTS World Original Soundtrack),66,253303,False,0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094,4,k-pop
81279,4FGHEIVVqRiwQtAo6E2NVc,Justin Bieber,GOD JUL,Mistletoe,0,183066,False,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
64268,5xGSLYFTmGKmFXN1pYm9q6,Nat King Cole,Christmas Best Hits 2022,O Tannenbaum - Remastered 1999,0,180200,False,0.25,0.228,3,-14.186,1,,0.811,0.000166,0.199,0.198,90.001,4,jazz
52451,5lXX4SAV6HBaVnZ6sUQPNE,George Jones,George Jones - 16 Biggest Hits,The Grand Tour,48,187373,False,0.458,0.275,10,-11.498,1,0.0261,0.944,0.0194,0.271,0.449,88.718,4,honky-tonk
39210,1kl9shHWQQdpPFV3w8e7ZQ,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 5, Eusebius (Live in Japan, 2022)",0,95840,,0.369,0.0283,5,-32.145,0,,0.995,0.869,0.144,0.0644,109.738,5,german
90556,1XunTmhOcj3xwh4b8P3isX,Elvis Presley,Elvis 30 #1 Hits,It's Now or Never,57,194600,,0.643,0.491,4,-9.312,1,,0.642,0.00972,0.286,0.753,126.399,4,rock-n-roll
64201,4Le87goCu6m8L8uNmFRPOy,Ella Fitzgerald,Jazz Romance,In A Sentimental Mood,0,165800,,0.283,0.0264,4,-19.612,0,0.0426,0.925,0.0,0.136,0.231,170.182,3,jazz
50337,3tLYtAqJqFGMJssXhDqicU,Rata Blanca,En vivo Teatro Gran Rex 2003 con Glenn Hughes,Mujer amante,26,393412,False,0.493,0.891,10,-6.372,0,0.0362,0.0193,0.513,0.477,0.398,122.037,4,heavy-metal
40341,6v4GqtFO8sXdWNRECvujTA,Gerson Rufino,10 Anos de Louvor,Sozinho Jamais,42,317226,False,0.651,0.652,2,-4.907,1,0.0319,0.492,0.0,0.115,0.331,73.5,4,gospel
102407,2PCSrsG1MyOYyFbJ0m9mVN,Prateek Kuhad,cold/mess,did you/fall apart,42,172298,,0.512,0.165,1,,1,,0.899,0.236,0.0979,0.0869,140.81,3,songwriter
97858,6Ll3AX2AqgoJpc5cuMZh7m,Henrique & Juliano,Novas Histórias (Ao Vivo / Deluxe),Onde Tem Amor - Ao Vivo,45,161388,False,0.498,0.835,10,-4.546,1,0.0848,0.415,0.0,0.988,0.745,,4,sertanejo
14488,6b9Iy4mw07KNmkfp9fa7cJ,Kidz Bop Kids,KIDZ BOP Halloween,Candy Girl,34,214866,,0.728,,10,,0,0.0762,0.0731,0.0,0.423,0.805,104.033,4,children
61821,3cRRqnVUd1r3X4G90XQM30,Momoiro Clover Z,"MOMOIRO CLOVER Z 6th ALBUM TOUR “祝典""(Live at 日本武道館 2022.5.15)",momo (Live at 日本武道館 2022.5.15),18,298799,,0.506,0.951,5,-1.559,1,0.0758,0.148,0.0,0.705,0.324,144.889,4,j-idol
88113,7eEL9KyVPyH1lqqgoEIvxZ,KAROL G,Esto me suena a Farra,PROVENZA,3,210200,False,0.87,0.516,1,-8.006,1,,0.656,0.00823,0.11,0.53,,4,reggae
26005,1r6jjBkaAjGp09h2R6heZp,Alan Menken,Enredados,Kingdom Dance,52,140160,False,0.27,0.623,4,-9.841,1,0.093,0.0972,0.349,0.267,0.463,157.24,3,disney
26629,4FqirD1KsDyNukowu8TWhX,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Streit der Schwestern,20,77933,,0.582,0.142,0,-16.699,1,,0.868,0.903,0.114,0.179,97.029,4,disney
41934,6kLtKcnSfpBy1D5SPpI9Bo,Håkan Hellström,För sent för Edelweiss,Exile On Wollmar Yxkullsgatan,22,215986,False,0.396,0.869,0,-5.152,1,0.0831,0.124,0.00103,0.276,0.811,157.7,4,goth
102140,02CMDD2zt4LyEdOaSwVNhy,Bryan Adams,Best Of Karneval,Summer Of '69,0,217493,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,songwriter
85932,5fksYAPg74wmIEFAwRso6r,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Bayern,35,259200,,0.355,0.802,4,-4.314,1,0.0644,0.0293,0.0,0.145,0.418,127.359,4,punk-rock
62488,0Y9EKPArIZ2DKUMv4O2BLT,Mr.Children,It's a wonderful world,ファスナー,39,290800,False,0.742,0.57,7,,1,0.0286,0.342,3.12e-06,0.118,0.453,116.76,4,j-pop
52424,4OXkDyecgpd3lcyjJKkl9p,Ray Price,Night Life,Are You Sure,14,141093,False,0.454,,6,-13.473,1,0.0318,0.919,2.55e-05,0.211,0.54,98.146,3,honky-tonk
70172,3aawXLnJpcDVXCl1UUksAW,Eason Chan,認了吧,淘汰,56,285000,False,0.512,0.551,9,,1,0.0295,0.192,0.0,0.302,0.206,117.978,4,mandopop
58716,0gf9HMeZDXRexbuM5CihZg,Rammstein,"Reise, Reise",Morgenstern,52,239866,False,0.514,0.945,8,-4.833,1,0.105,0.00234,0.000158,0.0638,0.409,104.971,4,industrial
37132,57gVVLb830Hh7w0L2QT9Ut,Stevie Wonder,pov: you are walking in a winter wonderland,What Christmas Means To Me,0,147800,,0.524,,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk
60342,7g258zuHOqScDh7Z8SMlGu,Chronic Law,Wedding Cake,Wedding Cake,23,143233,True,0.603,0.744,5,-4.668,0,,0.128,0.0,0.127,0.536,125.334,5,j-dance
50085,6xHgQwHoSm3JaaEmTKiT7v,Almafuerte,A Fondo Blanco,Si Me Estás Buscando,35,181133,False,0.247,,9,-3.692,1,0.0677,0.000337,0.000135,0.304,0.66,,4,heavy-metal
26293,14srXcY8XdOOLvBo6nzEwJ,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),Le tango dysfonctionnel,25,162440,,0.426,0.195,6,-12.159,1,0.0377,0.617,0.26,0.25,0.524,96.086,4,disney
75202,7rtVoa8YQPHb1dQyhOxCFm,Yiruma,f r a m e,Autumn Finds Winter,46,241500,False,0.251,,6,-15.002,0,0.0344,0.943,0.798,0.113,0.103,140.039,4,new-age
62711,278JqkBGkjDovOYAwE8TW7,Official HIGE DANdism,エスカパレード,115万キロのフィルム,72,324633,,0.516,0.791,3,,1,0.0318,0.00345,0.0,0.141,0.48,96.921,4,j-pop
46134,4q3PSUb7HxCrXvXutLiv2p,Scooter,Jumping All Over the World (20 Years of Hardcore Expanded Edition) [Remastered],I'm Lonely - Remastered,26,211600,,0.454,0.903,8,-3.89,1,0.0374,0.0135,0.544,0.287,0.179,143.051,4,happy
70153,0TDnUtKMOJruB90aDEMsDR,Jay Chou,依然范特西,聽媽媽的話,55,263973,False,0.719,0.64,10,-6.615,1,0.0287,0.391,6.52e-05,0.11,0.595,92.989,4,mandopop
107062,0L06aZLoX6BRT0hUPh7O5g,Tove Lo,Dirt Femme,Grapefruit,66,231333,False,0.722,,2,,1,0.0343,0.00134,0.000366,0.151,0.147,105.007,4,synth-pop
1002,7nYbKsvhM88mHCmFsAIQVp,Criolo,Fellini,Fellini,42,171989,False,0.805,0.746,1,,0,0.185,0.238,0.0,0.215,0.717,127.922,4,afrobeat
24732,2mxUr9xsVoNM6g5GJ6FOAl,Omar S,-998,Income Tax Refund Dance,5,259390,False,0.808,0.314,5,-10.28,0,0.118,0.0213,0.919,0.107,0.549,124.006,4,detroit-techno
88010,709mEkXJxSopnAmOnRJGRr,Feid,Clásicos de ahora: Perreo,Normal,0,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,reggae
64393,31Oe2TnjOMPoAXCBwHUIT1,Dean Martin,Santa Claus Is Coming To Town,"Let It Snow, Let It Snow, Let It Snow - Remastered",0,121026,False,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-06,0.052,0.741,133.436,4,jazz
75431,3EPuMeo5nNLvQRRD8fE850,Jim Brickman,"Soothe, Vol. 5: Lullaby Dreams - Music for a Peaceful Escape",Rock-A-Bye Baby,22,144356,False,0.372,0.0901,0,-18.261,1,0.0332,0.986,0.965,0.0873,0.156,67.849,4,new-age
84017,1J6PerHOktAzIr1ESnYwpt,The Beach Boys,Lonely Christmas 2022,We Three Kings Of Orient Are - 1991 Remix,0,245510,False,0.231,,7,-11.508,1,0.0297,0.745,0.0,0.123,0.204,106.031,3,psych-rock
85596,4rbXqH5cfnUCOH1hZx21zP,Matanza,Odiosa Natureza Humana,Saco Cheio e Mau-Humor,38,209866,False,0.386,0.995,1,-4.197,0,0.109,0.0003,0.00059,0.119,0.273,175.17,4,punk-rock
46857,29f9l4ImBUkA33j8kQBy65,Scooter,20 Years of Hardcore (Remastered),4 AM,52,197496,False,0.554,0.868,0,-4.163,0,,0.000736,0.0,0.327,0.243,132.009,4,happy
90051,1B5Tp2Ml9nLlmTSJx8xVfI,Elvis Presley,Elvis (Fool),Always On My Mind,73,218440,False,0.358,,7,,1,0.0324,0.746,0.0121,0.119,0.495,181.183,4,rock-n-roll
30074,6PgCzuBQFnTFOCUXHtp3Nl,Tiësto;Charli XCX,All That Really Matters - Just Hits,Hot in It,0,129817,,0.748,0.841,7,,1,,0.00445,1.33e-06,0.0413,0.717,,4,edm
61891,5VCXMULY5uSbmV6RQelC5E,Shiritsu Ebisu Chugaku,エビ中 秋声と螻蛄と音楽の輝き 題して「ちゅうおん」2021(Live),黒毛和牛上塩タン焼680円 - ちゅうおん2021 Live ver.,17,152266,,0.406,0.666,4,,1,0.0605,0.000565,0.000186,0.855,0.239,119.956,3,j-idol
67224,698BVnDEuu5eDWjWfVH0qV,Wisin & Yandel,Última Misión Reggaeton,Me Estas Tentando,0,229173,,0.81,0.916,4,-2.649,0,0.0537,0.312,7.63e-06,0.347,0.794,116.009,4,latin
87579,10Yob1C4unUkR7kYChPAJs,Legião Urbana,As Quatro Estações,Se Fiquei Esperando Meu Amor Passar,43,295933,False,0.515,,0,-13.707,1,0.0292,0.0175,3.28e-06,0.0985,0.68,141.031,4,r-n-b
103551,19gCnDoMbugHhF7eMpLpe1,Pink Sweat$,PINK PLANET,Honesty,70,189000,True,0.66,0.139,6,-16.339,0,0.0323,0.964,1.1e-05,0.105,0.312,,4,soul
72342,5gawwgpayyI5xRadHUAEvx,Bring Me The Horizon,Sempiternal (Expanded Edition),And the Snakes Start to Sing,56,301946,True,0.336,0.835,1,-4.367,1,0.0472,0.00488,4.51e-05,0.0826,0.145,,4,metalcore
109894,1AfCr2crYk0KtVxUqDbhDX,Scooter,The Sound Above My Hair,The Sound Above My Hair - Radio Edit,25,215547,False,0.422,0.98,9,-6.058,1,0.0839,0.000321,0.0234,0.905,0.332,147.953,4,techno
14054,7v9Z86eNCt9yUTk2Hy0uQk,CoComelon,Nursery Rhymes by CoComelon,Humpty Dumpty,47,128127,False,0.881,,9,-10.504,1,0.0675,0.55,0.00594,0.0881,0.974,115.004,1,children
87146,6N7tD8zXsfjC19RIHhzg4i,Kid Abelha,Só as Melhores do Pop Rock Brasileiro,Alice (Não me escreva aquela carta de amor),0,188506,False,0.585,0.7,11,-8.591,0,0.0847,0.085,0.245,0.103,0.951,177.588,4,r-n-b
99137,1XTXpb4JcidFdrZtz7HlkQ,Bryan Adams,Christmas Songs 2022,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,singer-songwriter
66138,1l8zeV8TNaTfh2KyR6qdWs,Dora The Explorer,Dora The Explorer,The City Of Lost Toys,19,126773,False,0.75,0.662,2,-4.935,1,0.0307,0.219,0.000763,0.168,0.569,114.081,4,kids
61334,4jcMR632NSbDtS9X3xxdQW,Nogizaka46,Time flies (Complete Edition),僕がいる場所,24,304706,False,0.444,0.902,7,,1,0.0631,0.578,0.0,0.349,0.594,155.963,4,j-idol
49997,01pX5frQUf9ioZQQJjGNxU,The Prophet,The Hardcore Archive Part 3 (1997),Nonono (Original Mix) - Extended Mix,0,346429,False,0.651,0.918,11,-7.729,0,0.0869,0.000404,0.878,0.402,0.419,170.045,4,hardstyle
17298,1BJAi32qx32HYnv9G0iZRV,Glee Cast,"Glee: The Music, The Complete Season Two",Bella Notte,21,151120,False,0.295,0.205,2,-8.163,1,0.0289,0.627,0.0,0.0653,0.408,93.288,4,club
47000,2HZLXBOnaSRhXStMLrq9fD,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,244804,,0.466,0.9,11,-4.469,1,,0.000235,0.00104,0.103,0.561,,4,hard-rock
46532,0L2RHuJ4Jo0myMpqvYNnML,Scooter,Who's Got the Last Laugh Now?,Rock Bottom,20,208880,False,0.58,0.988,8,-5.145,1,0.0696,0.00634,0.000684,0.321,0.239,143.066,4,happy
64447,5okl7RMu2IuQ95tz8q7ssI,Dean Martin,pov: you rock around the christmas tree,"Baby, It's Cold Outside - Remastered 2004",0,143026,,0.499,0.304,0,-11.543,1,0.0632,0.81,0.0,0.0546,0.521,,4,jazz
9168,2NV0oNAYgjlN27SeNIo8bL,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],Na horda - Ao vivo,48,306961,False,0.581,,7,-5.89,0,,0.374,0.0462,0.96,0.697,140.885,4,brazil
100364,75KyB8zFgkkfwOWr3wz2y0,Los Prisioneros,La Cultura De La Basura,Maldito Sudaca,38,136373,False,0.525,0.869,4,-7.556,0,0.0519,0.1,6.21e-06,0.172,0.651,158.127,4,ska
105492,0rktSUDG4sC2BldN6XBDbc,"Sarah, the Illstrumentalist",Carolina Sound,Finer in Carolina,9,144374,False,0.663,0.375,7,-9.283,1,0.0734,0.0348,0.877,0.128,0.559,96.002,4,study
37495,550FeVqX2mcfBgriJPJRzz,The Supremes,Best Christmas Songs 2022,My Favorite Things - Stereo,0,165586,False,0.236,0.555,0,-7.383,1,0.031,0.0392,0.0,0.213,0.325,80.718,3,funk
50348,4KjxgcYYGSnrppqRE4sDZq,Carajo,Day Tripper - 15 Años de un Viaje Sin Escalas,El Final Es en Donde Partí,26,269346,False,0.473,0.959,1,-5.173,1,,0.000128,0.452,0.0598,0.696,159.986,4,heavy-metal
66086,418on2ZuEfUW5yBMvEcZSW,Dora The Explorer,Dora The Explorer,Tenemos Amigos,20,57946,False,0.667,0.723,6,-4.998,0,0.135,0.187,6.64e-06,0.556,0.962,189.918,4,kids
58333,3c02RAbOojbCSXQebk6Sf1,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Weisses Fleisch,61,215998,False,0.603,0.75,10,-9.282,1,0.0378,9.4e-06,0.0839,0.0667,0.611,132.107,4,industrial
91451,2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,AM,R U Mine?,83,201726,False,0.288,0.758,6,,0,,0.00616,0.0,0.303,0.619,97.094,4,rock
8961,3Ye5icBka8ODjcaEQakPvZ,Royal Blood,Typhoons,Oblivion,62,161253,,0.642,0.823,4,,0,,0.000281,0.00211,0.216,0.826,112.005,4,blues
46215,3a9oq0UWwO76fn9TjRWa0u,Scooter,Under the Radar over the Top,State Of Mind,24,210246,,0.456,0.929,11,-6.849,0,0.0661,0.0779,0.0067,0.411,0.18,147.998,4,happy
45227,2i9XfzVIaSxV855mu3iEmM,Little Symphony,Serenity,Gelion,27,102857,False,0.203,0.215,0,-23.772,1,0.0548,0.74,0.567,0.299,0.182,118.355,4,guitar
51877,6phUiTdE97Qq2sPNvbAlLP,Burna Boy,CruiseControl: How I Met The Biggest Bird (DJ Mix),23 (Mixed),3,90500,False,0.688,0.541,1,-10.899,1,0.217,0.178,0.127,0.252,0.731,,4,hip-hop
84068,5TKbTK3D2GxFy0PxZv8igD,The Beach Boys,Christmas 2022,God Only Knows - Mono / 1997 Remastered,0,173040,False,0.524,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.482,117.108,4,psych-rock
75702,3eTkGlxdDL66WJewOd7GP0,Yiruma,SOLO,Sometimes Someone,41,204044,False,0.541,,5,-17.388,1,0.0735,0.99,0.909,0.145,0.175,71.394,3,new-age
75200,769FKNYCb8aXyg5bYVAE7u,Yiruma,Room With A View,Berrylands Rd.,46,223000,False,0.435,0.0519,1,-21.756,1,0.0452,0.982,0.937,0.102,0.035,127.001,3,new-age
103009,4OSBTYWVwsQhGLF9NHvIbR,Adele,21,Rolling in the Deep,81,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,soul
26748,1bPscEK5pp7oTh6tErzcGY,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),Mirabel is vastberaden,19,95946,False,0.158,,9,,0,0.035,0.812,0.925,0.152,0.0298,76.577,4,disney
41824,16QKHy8t8ahorxJd2Gn2Eu,Nightwish,From Wishes To Eternity (Live),The Pharaoh Sails To Orion - Live,21,399733,False,0.191,0.978,7,-3.395,1,0.0987,0.000112,0.00649,0.964,0.269,155.759,4,goth
64031,0PImsyxnQ3H1P3yZRSRfv9,Norah Jones,Santa Claus Is Coming To Town,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz
37046,47dUWyurHWefCpINwcvit2,Red Hot Chili Peppers,Pop Hits Now,Black Summer,0,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,funk
66578,3yihUqTwvMDqu5o5TYAgZk,Mini Pop Kids,Mini Pop Kids 18,Mamacita,10,223360,False,0.729,0.687,7,-6.166,1,,0.39,0.0,0.126,0.568,113.051,4,kids
12103,0dX2A0GGoEv9BC5oFN7QFq,my little airport,火炭麗琪,明天不要賴床 Baby,36,145568,,0.676,,5,-9.725,1,0.0442,0.374,3.38e-05,0.0904,0.656,122.014,4,cantopop
46481,3c6SgyYJCw8GyJQVAXPMF7,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),I Wanna Rock You (CD Mix) - Extended Mix,6,250870,False,0.564,0.935,7,-5.082,1,0.0604,0.00271,0.68,0.121,0.0433,179.881,4,happy
49798,3FMqJuy9ZgGuUlxbUUgtNo,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),Big Boys Don't Cry (Original Mix) - Extended Mix,15,426212,False,0.538,0.948,4,-4.454,1,,0.00125,0.579,0.0881,0.134,180.95,4,hardstyle
72134,63iWrvtycN9ro0gFD47JpU,Lamb of God,Omens,September Song,51,360419,False,0.288,0.978,7,,1,0.106,0.000368,0.351,0.0441,0.143,111.583,4,metalcore
66058,5cLdVww6EShUG7tuG3RuFV,Koo Koo Kanga Roo,"Cafetorium Songs, Vol. 2",Brrrrrrrrrrrr,22,117999,,0.862,0.611,0,,1,0.0642,0.00804,0.0359,0.0478,0.777,132.029,4,kids
24186,2XBeLxyxT0dOnMtUUAOzUG,Inner City,House Top 1000 (Mini Mix 001),Big Fun 2017 (Mix Cut),13,94429,False,0.643,,8,-4.052,0,0.0371,0.000437,0.242,0.0389,0.828,121.99,4,detroit-techno
100145,422GpyFjvjVAcTqBQ9lzRT,Los Caligaris,Bailarín Apocalíptico,Un Elefante en un Pesebre,43,238849,,0.675,0.502,2,-6.042,1,0.0298,0.127,0.0,0.105,0.673,97.014,4,ska
79045,6jWSUiDx2PiV8kgugdz29D,OneRepublic,Best Christmas Music 2022,Christmas Without You,0,197146,False,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,piano
91800,0VF7YLIxSQKyNiFL3X6MmN,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,76,217026,False,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4,rock
79180,0fI7AW2As1UGXw1tKw5Fey,Jim Brickman,Winter Chill,Winter Waltz - 2020 Version,0,228399,,0.435,0.0885,9,-19.184,0,,0.991,0.945,0.0915,0.195,115.758,4,piano
99674,0gJBPDy458wPeWGHei3TvO,Bryan Adams,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),Here I Am - End Title,60,284066,False,0.581,0.777,8,,1,0.0296,0.0078,4.04e-05,0.0891,0.162,98.963,4,singer-songwriter
8112,5qI9gSVZRtAcbkw1Xzx0B9,Ella Fitzgerald,Christmas 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
2861,7cpC2EuFMexgy392K13RZb,Red Hot Chili Peppers,Return of the Dream Canteen,Fake as Fu@k,66,262373,True,0.599,0.777,8,,0,,0.0355,0.00301,0.0936,0.401,132.252,4,alt-rock
100066,7asucfVh7xocyQ5b4ay1nR,Biquini Cavadão,Ao Vivo,Quanto Tempo Demora um Mês,44,184120,False,0.509,0.674,6,-7.379,1,,0.253,0.0,0.732,0.159,75.066,4,ska
58001,2302lUwfZ4S4dVyPOCDFnQ,Marilyn Manson,Smells Like Children,Sweet Dreams (Are Made Of This),70,293293,False,0.392,0.642,8,-5.267,1,0.0326,0.0048,0.486,0.296,0.129,92.698,4,industrial
21013,03um6hfYLzq0p4c3Lk0Dld,Burna Boy,Daily Pop Mix,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,,0.131,0.0,0.0802,0.55,87.925,4,dancehall
24197,6mJhVsBysvARb46HZanr2w,Drexciya,Journey of the Deep Sea Dweller IV,Living On the Edge,11,213842,,0.802,,10,-11.517,0,0.0774,0.00876,0.0182,0.108,0.643,122.392,4,detroit-techno
12110,4PAMZVKThcAuOoR66Gz7xz,my little airport,適婚的年齡,五點鐘去天光墟,37,240091,False,0.435,0.506,9,-10.406,1,0.0444,0.809,0.0184,0.123,0.642,71.961,3,cantopop
52789,7oBIzbOdN1JBGMfO8N4Xyl,Ray Price,Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe],Night Life,12,284773,,0.505,0.239,4,-13.967,0,0.0341,0.879,0.00504,0.175,0.338,95.937,3,honky-tonk
68064,2KUDuFlF7fPPbiJh0oetMZ,J Balvin;Maria Becerra,Perreo en Halloween,Qué Más Pues?,4,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,,4,latino
60337,3N7GbP3BJJIv2QRXZRJBJM,Vybz Kartel,Like Xmas,Good Night,23,216270,False,0.821,,1,,0,0.272,0.303,0.0,0.154,0.905,90.989,4,j-dance
40493,3xZ9lsSzF2Js5aByi2GmgD,Gerson Rufino,Vem Cear Comigo,Viver Sem Deus Não Da,40,224533,False,0.652,0.73,9,-4.669,1,0.0375,0.375,3.89e-06,0.463,0.468,,4,gospel
39534,2xdQyyhUESOeww5ZsY434R,Mickie Krause,Karneval Klassiker,Eine Woche wach,0,235899,False,0.711,0.997,7,-3.078,1,0.075,0.0623,0.0,0.33,0.76,134.001,4,german
84038,2TZ3ofX1PWwlpcyfd75CDg,The Beach Boys,Xmas Classics 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock
41222,4d2piVOJXEYjbXfbRA8ECE,Håkan Hellström,Håkan Boma Ye! (Live),Shelley (Live),29,268821,False,0.432,0.912,9,-7.215,1,0.0641,0.00817,0.0122,0.464,0.184,,4,goth
50264,0LTgkQ12Oe6l15MK78H6sZ,Carajo,Atrapasueños,Fluir,28,318160,,0.454,0.832,8,-4.097,1,,0.0081,0.0,0.194,0.324,173.646,4,heavy-metal
50572,5im6eXJOOr6iDuWd3Y7flW,Almafuerte,Del Entorno,Hacia el Abismo,22,157800,False,0.199,0.984,2,-2.814,1,0.131,0.000199,1.16e-06,0.241,0.31,152.192,4,heavy-metal
63733,6vY1m6XIR5tjwG7IRUMIUf,Eikichi Yazawa,Anytime Woman (50th Anniversary Remastered),Anytime Woman - Remastered 2022,33,281320,False,0.709,0.742,5,-7.956,1,0.0269,0.00603,0.000813,0.174,0.817,130.107,4,j-rock
43846,3gnauU42uIwYJhcCoMAqb7,Trazendo a Arca,Olha pra Mim,O Chão Vai Tremer,24,292386,,0.534,0.901,9,-6.464,0,0.0592,0.013,0.0,0.964,0.55,129.674,4,groove
